img_id,caption_id,sent,nsubj_word,nsubj_start,nsubj_stop,nsubj_pos,nsubj_Animacy,nsubj_Case,nsubj_Gender,nsubj_Number,root_word,root_start,root_stop,root_pos,root_Aspect,root_Gender,root_Mood,root_Number,root_Tense,root_VerbForm,root_Voice,root_Person,nsubj_ADJ_start,nsubj_ADJ_stop,obj_word,obj_start,obj_stop,obj_pos,obj_Animacy,obj_Case,obj_Gender,obj_Number,root_Animacy,root_Case,obj_Person,root_Variant,root_Degree,nsubj_Person,nsubj_Degree,nsubj_Aspect,nsubj_Tense,nsubj_VerbForm,nsubj_Voice,nsubj_Variant,root_Foreign,obj_Degree,obj_Aspect,obj_Tense,obj_VerbForm,obj_Voice,root_Tense_error_sent,root_Tense_error_val,root_Tense_error_sent1,root_Tense_error_val1
384242,455129,Человек в океане устанавливает доску для виндсерфинга.,Человек,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,устанавливает,17.0,30.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,доску,31.0,36.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,Человек в океане устанавливал доску для виндсерфинга.,Past,Человек в океане будет устанавливать доску для виндсерфинга.,Fut
457322,677524,Мужчина на мотоцикле на улице на черно-белом фото,,,,,,,,,Мужчина,0.0,7.0,NOUN,,Masc,,Sing,,,,,,,,,,,,,,,Anim,Nom,,,,,,,,,,,,,,,,,,,,
83013,33877,Слон гуляет по своему загону у всех на виду.,Слон,0.0,4.0,NOUN,Anim,Nom,Masc,Sing,гуляет,5.0,11.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Слон гулял по своему загону у всех на виду.,Past,Слон будет гулять по своему загону у всех на виду.,Fut
262587,87600,Мужчина катается на волне на желтой доске для серфинга.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,катается,8.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143320,120627,"Группа серферов, одетых в черное, катается на небольших волнах.",Группа,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,катается,34.0,42.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388829,372565,Женщина и ее собака пасут стадо овец,Женщина,0.0,7.0,NOUN,Anim,Nom,Fem,Sing,пасут,20.0,25.0,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act,,,,стадо,26.0,31.0,NOUN,Inan,Acc,Neut,Sing,,,,,,,,,,,,,,,,,,,,,,
398438,384582,Человек режет многослойный торт ножом.,Человек,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,режет,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,торт,27.0,31.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
272599,593483,Мужчина держится за доску для серфинга и плывет.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,держится,8.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мужчина держался за доску для серфинга и плывет.,Past,Мужчина будет держаться за доску для серфинга и плывет.,Fut
448998,63395,Маленькая девочка в защитном снаряжении катается на скейтборде.,девочка,10.0,17.0,NOUN,Anim,Nom,Fem,Sing,катается,40.0,48.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521943,177637,Маленький мальчик тренируется бить по бейсбольному мячу с подставки для мячей.,мальчик,10.0,17.0,NOUN,Anim,Nom,Masc,Sing,тренируется,18.0,29.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337984,458987,Пара раковин в большой комнате.,,,,,,,,,Пара,0.0,4.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
122467,596852,"Крупный план человека, держащего пульт Wii.",,,,,,,,,план,8.0,12.0,NOUN,,Masc,,Sing,,,,,,,пульт,33.0,38.0,NOUN,Inan,Acc,Masc,Sing,Inan,Nom,,,,,,,,,,,,,,,,,,,,
533137,233346,Люди готовятся кататься на лыжах на вершине горы.,Люди,0.0,4.0,NOUN,Anim,Nom,Masc,Plur,готовятся,5.0,14.0,VERB,Imp,,Ind,Plur,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566771,417042,"Пожилой мужчина улыбается, стоя у микрофона.",мужчина,8.0,15.0,NOUN,Anim,Nom,Masc,Sing,улыбается,16.0,25.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142790,148586,Два сноубордиста в снежный день на холме.,сноубордиста,4.0,16.0,NOUN,Anim,Gen,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121210,555889,"Белая тарелка, полная еды с мясом и овощами.",,,,,,,,,тарелка,6.0,13.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
99410,428727,Мужчина без рубашки с галстуком на шее.,,,,,,,,,Мужчина,0.0,7.0,NOUN,,Masc,,Sing,,,,,,,,,,,,,,,Anim,Nom,,,,,,,,,,,,,,,,,,,,
220872,696406,"Мужчина стоит рядом с поездом, проезжающим через центральный вокзал.",Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,стоит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551974,517394,женщина размахивает пультом в своем доме,женщина,0.0,7.0,NOUN,Anim,Nom,Fem,Sing,размахивает,8.0,19.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425727,794655,Человек стоит в поле и запускает желтого змея.,змея,41.0,45.0,NOUN,Anim,Nom,Fem,Sing,стоит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,33.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290179,134498,Вид с воздуха на Лондон в пасмурный день.,,,,,,,,,Вид,0.0,3.0,NOUN,,Masc,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
554579,777055,Три женщины в длинных платьях стоят за собакой.,женщины,4.0,11.0,NOUN,Anim,Gen,Fem,Sing,стоят,30.0,35.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325958,87720,Человек на мотоцикле смотрит на знак.,Человек,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,смотрит,21.0,28.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184181,213495,Мужчина держит гигантский банан во время езды на скутере.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,держит,8.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,банан,26.0,31.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
558784,255014,Мужчина стоит на грязном травяном поле рядом с озером.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,стоит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259665,299745,"Три человека держат по фрисби, а один из них бросает его.",один,33.0,37.0,NUM,Anim,Nom,Masc,Sing,держат,13.0,19.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,его,53.0,56.0,PRON,,Acc,Masc,Sing,,,3.0,,,,,,,,,,,,,,,,,,,
357365,614987,Человек держит контроллер видеоигры,Человек,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,держит,8.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,контроллер,15.0,25.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
152158,475159,Питчер в бейсболе бросает мяч нападающему.,Питчер,0.0,6.0,PROPN,Anim,Nom,Masc,Sing,бросает,18.0,25.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,мяч,26.0,29.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
156727,590657,Женщина запускает воздушного змея на пляже.,Женщина,0.0,7.0,NOUN,Anim,Nom,Fem,Sing,запускает,8.0,17.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,змея,29.0,33.0,NOUN,Anim,Nom,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
180751,690170,мужчина наливает напиток в бокал для вина,мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,наливает,8.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,напиток,17.0,24.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
252639,769927,длинный зелено-белый автобус едет по дороге,автобус,21.0,28.0,NOUN,Inan,Nom,Masc,Sing,едет,29.0,33.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185156,606780,Мужчина выгуливает собаку на поводке на парковке.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,выгуливает,8.0,18.0,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act,,,,собаку,19.0,25.0,NOUN,Anim,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
66412,49928,Мальчик держит доску для сноуборда и пару туфель.,Мальчик,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,держит,8.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,доску,15.0,20.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
22004,953,"Мужчина балансирует на скейтборде перед стеной, покрытой граффити.",Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,балансирует,8.0,19.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,граффити,57.0,65.0,NOUN,Inan,Ins,Masc,Plur,,,,,,,,,,,,,,,,,,,,,,
458045,476515,Маленькие мальчики играют на бейсбольном поле в бейсбольной форме.,мальчики,10.0,18.0,NOUN,Anim,Nom,Masc,Plur,играют,19.0,25.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34874,713956,Мужчина и женщина стоят рядом.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,стоят,18.0,23.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472643,305506,Дети покрывают парковочный счетчик красной вязаной одеждой.,Дети,0.0,4.0,NOUN,Anim,Nom,Masc,Plur,покрывают,5.0,14.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,счетчик,27.0,34.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
466981,427914,Мужчина стоит рядом с машиной в снегу.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,стоит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12576,169174,Женщина сидит за столом с пиццей.,Женщина,0.0,7.0,NOUN,Anim,Nom,Fem,Sing,сидит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297249,782133,Мужчина искусно бросает фрисби в поле,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,бросает,16.0,23.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,фрисби,24.0,30.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
565761,266515,Группа мужчин сидит в гостиной и смотрит телевизор.,Группа,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,сидит,14.0,19.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,телевизор,41.0,50.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
535094,514739,Кто-то кормит корову мороженым через забор.,Кто-то,0.0,6.0,PRON,,Nom,,,кормит,7.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,корову,14.0,20.0,NOUN,Anim,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
387776,349650,Мужчина прыгает на сноуборде на фоне гор и деревьев.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,прыгает,8.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397042,760955,Маленький ребенок готовится ударить по мячу во время игры в бейсбол.,ребенок,10.0,17.0,NOUN,Anim,Nom,Masc,Sing,готовится,18.0,27.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17313,485463,Двое мужчин подают вино двум женщинам на дегустации вин.,мужчин,5.0,11.0,NOUN,Anim,Gen,Masc,Plur,подают,12.0,18.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,вино,19.0,23.0,NOUN,Inan,Acc,Neut,Sing,,,,,,,,,,,,,,,,,,,,,,
562622,28347,Болельщики смотрят бейсбольный матч на поле снаружи.,Болельщики,0.0,10.0,NOUN,Anim,Nom,Masc,Plur,смотрят,11.0,18.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,матч,31.0,35.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
421042,446676,Мужчина катается на лыжах по заснеженному склону.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,катается,8.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259854,676426,Два дорожных знака находятся на вершине столба,знака,13.0,18.0,NOUN,Inan,Gen,Masc,Sing,находятся,19.0,28.0,VERB,Imp,,Ind,Plur,Pres,Fin,Mid,3.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486172,172222,мужчина катается на лыжах по заснеженной горе.,мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,катается,8.0,16.0,VERB,Imp,,Ind,Sing,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569618,760097,Половина пиццы покрыта овощами и различным мясом.,,,,,,,,,покрыта,15.0,22.0,VERB,Perf,Fem,,Sing,Past,Part,Pass,,,,,,,,,,,,,,,Short,,,,,,,,,,,,,,,,,,
443492,283279,Группа мужчин на прогулке по городу.,,,,,,,,,Группа,0.0,6.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
266376,202158,Бейсболист держит биту на поле.,Бейсболист,0.0,10.0,PROPN,Anim,Nom,Masc,Sing,держит,11.0,17.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,биту,18.0,22.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
555696,523994,группа людей на поле пинает мяч,группа,0.0,6.0,NOUN,Inan,Nom,Fem,Sing,пинает,21.0,27.0,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act,,,,мяч,28.0,31.0,NOUN,Inan,Acc,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
505286,591580,Маленький черно-белый котенок сидит на ноутбуке.,котенок,22.0,29.0,NOUN,Anim,Nom,Masc,Sing,сидит,30.0,35.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79721,337172,Мужчина держит какое-то устройство.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,держит,8.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,устройство,24.0,34.0,NOUN,Inan,Acc,Neut,Sing,,,,,,,,,,,,,,,,,,,,,,
29437,807165,Женщина сидит на снегу.,Женщина,0.0,7.0,NOUN,Anim,Nom,Fem,Sing,сидит,8.0,13.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246562,129312,"Мужчина на лошади смотрит, как другой мужчина борется с коровой.",мужчина,38.0,45.0,NOUN,Anim,Nom,Masc,Sing,смотрит,18.0,25.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489745,614107,рука открывает половину бутерброда с зеленым соусом,рука,0.0,4.0,NOUN,Inan,Nom,Fem,Sing,открывает,5.0,14.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,половину,15.0,23.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
136143,443352,Мужчина в красной рубашке бросает фрисби,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,бросает,26.0,33.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,фрисби,34.0,40.0,NOUN,Inan,Ins,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
232950,588012,Мужчина смотрит на нарезанную пиццу.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,смотрит,8.0,15.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439188,200056,Мужчина идет по пляжу и бросает фрисби.,Мужчина,0.0,7.0,NOUN,Anim,Nom,Masc,Sing,идет,8.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,фрисби,32.0,38.0,NOUN,Inan,Nom,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,
437432,171027,"человек ждет чего-то у дорожного знака, может быть, автобуса",автобуса,52.0,60.0,NOUN,Inan,Gen,Masc,Sing,ждет,8.0,12.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,,,чего-то,13.0,20.0,PRON,,Gen,,,,,,,,,,,,,,,,,,,,,,,,
260230,790742,Хот-доги и гамбургеры готовятся на газовом гриле.,Хот-доги,0.0,8.0,NOUN,Inan,Nom,Masc,Plur,готовятся,22.0,31.0,VERB,Imp,,Ind,Plur,Pres,Fin,Mid,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281032,165219,Пожилой человек на кухне готовит еду.,человек,8.0,15.0,NOUN,Anim,Nom,Masc,Sing,готовит,25.0,32.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,7.0,еду,33.0,36.0,NOUN,Inan,Acc,Fem,Sing,,,,,,,,,,,,,,,,,,,,,,
568653,358332,Блестящий черный мотоцикл с блестящим хромом припаркован на городском тротуаре.,,,,,,,,,припаркован,45.0,56.0,VERB,Perf,Masc,,Sing,Past,Part,Pass,,,,,,,,,,,,,,,Short,,,,,,,,,,,,,,,,,,
455666,263911,Молодой человек в официальной одежде позирует перед камерой.,человек,8.0,15.0,NOUN,Anim,Nom,Masc,Sing,позирует,37.0,45.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Молодой человек в официальной одежде позировал перед камерой.,Past,Молодой человек в официальной одежде будет позировать перед камерой.,Fut
42507,592380,"Пара маленьких детей, стоящих на песчаном пляже.",,,,,,,,,Пара,0.0,4.0,NOUN,,Fem,,Sing,,,,,,,,,,,,,,,Inan,Nom,,,,,,,,,,,,,,,,,,,,
373768,453523,Два мальчика играют в игры Wii по телевизору.,мальчика,4.0,12.0,NOUN,Anim,Gen,Masc,Sing,играют,13.0,19.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,На ветру летают два воздушных змея.,Past,Два мальчика будут играть в игры Wii по телевизору.,Fut
479659,636787,Двое пожилых людей наслаждаются бокалом вина.,людей,13.0,18.0,NOUN,Anim,Gen,Masc,Plur,наслаждаются,19.0,31.0,VERB,Imp,,Ind,Plur,Pres,Fin,Mid,3.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480000,667132,Тарелки с едой готовы к подаче.,Тарелки,0.0,7.0,NOUN,Inan,Nom,Fem,Plur,готовы,15.0,21.0,ADJ,,,,Plur,,,,,,,,,,,,,,,,,,Short,Pos,,,,,,,,,,,,,,,,,
507927,418966,несколько человек едут на мотоциклах по городской улице,человек,10.0,17.0,NOUN,Anim,Gen,Masc,Plur,едут,18.0,22.0,VERB,Imp,,Ind,Plur,Pres,Fin,Act,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219688,707581,Перекресток возле большого кирпичного здания в городе.,Перекресток,0.0,11.0,NOUN,Inan,Nom,Masc,Sing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526360,750527,человек с двумя компьютерами на столе,,,,,,,,,человек,0.0,7.0,NOUN,,Masc,,Plur,,,,,,,,,,,,,,,Anim,Gen,,,,,,,,,,,,,,,,,,,,
488832,117935,Большой бутерброд лежит на столе.,бутерброд,8.0,17.0,NOUN,Inan,Nom,Masc,Sing,лежит,18.0,23.0,VERB,Imp,,Ind,Sing,Pres,Fin,Act,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
