img_id,caption_id,sent
374100,544197,Две коровы в поле смотрят в камеру.
237566,111229,Две черные коровы пасутся на травянистом поле
310618,326535,Корова пытается набрать воды из протекающей трубы.
213961,597283,Две коровы гуляют по песчаным дюнам на пляже.
545958,671544,Корова стоит возле белого здания с синим входом.
129416,792878,Группа коров пасется в поле возле водоема.
361268,346464,Корова пасется на траве на обочине тротуара.
339512,412522,"Молочные коровы выстраиваются в очередь у забора, чтобы пастись на более сладкой траве."
167193,414371,Две коровы бодаются на пастбище.
116095,639064,"В ряд идут четыре коричневых и белых коровы, а за ними еще пара."
87444,154871,Корова сидит в загоне внутри здания.
539784,644822,У оживленной дороги пасется большое стадо овец.
66800,488445,Слон стоит в траве.
108864,339290,Два слона скрещивают бивни в противостоянии в поле
94538,219262,Три слона и зебра вместе стоят на улице.
69928,590059,Статуя слона висит на стене здания.
359135,414469,Два слона играют друг с другом и сцепляются бивнями.
519461,579416,пара слонов стоит в загоне
11364,523448,Черный медведь идет по зеленому полю.
254479,108108,маленький медвежонок стоит между ветвями дерева
328499,781146,Бурый медвежонок и енот едят ягоды в лесу.
407019,652318,Белый медведь ходит около воды
98197,660644,Молодой черный медведь идет по травянистому полю.
539678,559876,Медведь сидит один на траве.
204381,763452,Белый полярный медведь стоит возле ветки дерева.
256091,489688,Группа зебр стоит в пустыне.
38825,798293,Две зебры пасутся вместе в травянистой местности.
187434,549861,Пара зебр стоят на зеленом поле.
371243,724395,пара зебр идут по полю
63381,319594,одинокая зебра стоит у камней и ест траву
42534,483345,«Портретный снимок» зебры на резком фоне.
374486,544678,Два жирафа стоят вместе в поле.
352576,406866,Жираф стоит в лесу.
432529,461052,два жирафа стоят очень близко друг к другу
393282,532995,Два жирафа стоят посреди поля.
580693,562006,Жирафы сидят на сухом травяном поле днем
116289,317074,Два жирафа стоят рядом друг с другом около дерева.
165336,218690,Два жирафа стоят рядом друг с другом на поле.
155546,637366,В гостиной возле обеденного стола стоит кожаный диван.
284375,226746,Открытый ноутбук стоит на деревянном столе.
314935,416073,Два ноутбука стоят на коричневом столе.
441225,413970,Ванная комната с ванной и двумя раковинами.
509260,706593,Старый телевизор показывает старую компьютерную игру перед двумя книжными стеллажами.
400922,108960,Вывеска висит на стене над часами.
521181,84714,"В спальне большая кровать, покрытая одеялом."
283064,716335,"Стол с огромной стеклянной вазой, в которой стоят искусственные цветы."
500825,465840,Цветы стоят в высокой прозрачной вазе с водой.
88445,648789,украшенная ваза стоит на столешнице
508115,482318,"Плюшевый мишка сидит у цветка, кофейного мешка и религиозной статуи."
237844,476305,Ноутбук стоит на столе с другими аксессуарами.
481890,524555,Большой белый мишка лежит на кровати с подушками.
328745,130171,Два коричневых мишки сидят на кровати в черно-белую клетку.
73453,829306,маленький плюшевый мишка стоит на столе рядом с шоколадным десертом
523315,662720,Коричневый плюшевый мишка сидит возле подушки
343534,762309,кукла держится за руки с двумя плюшевыми мишками
43073,441233,Мальчик в синей рубашке стоит рядом с женщиной.
293133,280841,Маленькая девочка помогает высушить волосы другому ребенку.
338094,502277,Женщина в гостиной сушит волосы вниз головой.
27570,774300,Женщина сушит волосы феном перед зеркалом.
478874,528121,Молодая девушка держит фен и расчесывает волосы.
24402,521948,Женщина сушит феном комок газет.
212058,489586,Женщина дует на ребенка феном перед столом.
177262,607500,Кот сидит на стойке в ванной за феном.
208,76457,Игрушечный динозавр стоит на раковине рядом с открытым краном
114303,661558,"Ванная комната с ванной, полками и раковиной."
518287,346953,Зубная щетка стоит в секции зубной пасты в держателе зубной щетки.
466583,587907,Ванная комната со стоячим душем рядом с раковиной и зеркалом.
102668,102718,Большой белый автобус проезжает перекресток.
49994,232613,Светофор стоит рядом со стеной здания.
225093,479825,На рельсах стоит поезд с зеленой и оранжевой полосами.
369482,760970,светофор висит над городской улицей
340654,79780,Светофор и уличные знаки находятся у красного пожарного гидранта.
187495,542197,Пожарный гидрант стоит на углу тротуара.
331223,398370,Красный пожарный гидрант находится рядом с предупредительной перегородкой.
178810,581425,"Желто-красный пожарный гидрант, стоящий рядом с деревом."
117792,224950,Красный пожарный гидрант перед окном с большими окнами.
21671,347518,На тротуаре стоит сломанный розовый пожарный гидрант.
167422,180165,Красный пожарный гидрант стоит у реки с водой.
52005,631253,Желтый пожарный гидрант находится рядом с кустами.
440559,497641,"Желтый пожарный гидрант стоит рядом с люком, из которого выходит пар."
186322,292307,Посеребренный ржавый пожарный гидрант стоит посреди прохода.
451014,552527,Синий и желтый пожарный гидрант стоит на обочине дороги.
6091,784493,Ночью хорошо виден знак «Стоп».
535242,732235,красный знак «Стоп» находится на дороге снаружи
88462,58590,Большой желтый школьный автобус останавливается на дороге.
386525,503414,Припаркованный грузовик на стоянке рядом с деревом.
97892,97956,Белый демон парит рядом с красным знаком «Стоп» под знаком улицы с односторонним движением.
391321,644080,уличный фонарь находится рядом со знаком «Стоп»
258674,476865,Паркомат лежит криво на улице.
37709,147427,На одном столбе висит знак «Стоп» и две таблички с названием улицы.
67757,311794,"Вечером рекламный щит магазина стоит на тротуаре рядом с синей машиной, припаркованной у обочины."
38186,563755,Грузовик стоит рядом с бордюром с счетчиком.
288824,128023,пожарная машина едет по городской улице
518030,464430,скамейка стоит на корнете с видом на воду
57917,507535,Дерево растет на склоне возле скамейки.
147293,702131,"скамейка в парке, вокруг которой растут деревья"
18485,115539,Деревянная скамейка стоит в зеленом парке.
154168,525100,Автобус проезжает по улице мимо высоких домов.
555298,543452,Собака спит между сумкой для книг и шредером под компьютерным столом.
111062,262639,Телевизор вмонтирован в стену между двумя полками.
406211,344731,Кошка сидит на стуле в гостиной.
78107,673218,Кошка сидит перед телевизором и пристально смотрит на него.
541664,322728,Ноутбук стоит на столе из лего.
482970,57954,Ноутбук стоит на столе с динамиком.
93948,688923,Кошка стоит рядом с тарелкой на компьютере.
119828,508898,Кот сидит на деревянном столе.
356790,354225,"Коллаж из четырех изображений показывает клавиатуры, мониторы и компьютерные мыши."
20481,733184,Ноутбук стоит на столе.
37367,503293,Ноутбук стоит на столе.
278313,729553,Хоккейная майка лежит на спинке дивана перед телевизором.
427666,665051,Три банана лежат рядом с ноутбуком и мобильными телефонами.
219632,760037,Черная кудрявая собака играет с фрисби.
528488,145610,собака играет во фрисби на снегу
223032,691970,Собака держит в пасти белую фрисби.
212817,394031,Ребенок на сноуборде спускается по склону.
96625,459091,Мужчина выполняет трюк на лыжах.
207178,792688,Два человека стоят на снегу с лыжами.
392665,713137,Две молодые девушки сидят в снаряжении для сноуборда
283186,85074,"Лыжник в шлеме и очках наклоняется, чтобы обойти препятствие."
263223,705288,Мужчина катается на лыжах по заснеженному склону.
761,731103,Группа лыжников готовится к спуску с горы.
85813,319423,Пара вместе катается на лыжах с горы.
239235,713366,Группа людей едет вниз по заснеженной лыжной трассе.
112941,508064,Группа людей катается на лыжах по склону заснеженной горы.
247692,568085,Группа мужчин катается на лыжах по склону горнолыжного склона.
526040,743037,Человек на сноуборде упал в снег.
102903,129853,Человек в серой парке сидит на снегу
451104,338076,Человек стоит на тропинке в снегу.
549683,516110,Мужчина пытается кататься на сноуборде в темноте.
285462,439960,"Женщина держит в одной руке доску для сноуборда, а другую руку в воздухе."
203382,781909,медведь стоит в пруду
1682,694422,Лодка плывет по водоему.
2139,570325,"Велосипед, прислоненный к неубранной и грязной кровати."
359569,587089,Черно-коричневая собака идет по снегу с красной фрисби во рту.
66568,538013,"Два плюшевых мишки лежат, прислонившись к стене."
502090,491727,Воздушный змей летит по голубому небу с длинным хвостом.
7784,607568,большой воздушный змей летит высоко в небе.
228025,588888,Воздушный змей летит над песчаным коричневым пляжем.
44478,87628,Воздушный змей в форме самолета летит по воздуху.
384476,426936,Воздушный змей летит в голубом небе.
183416,49508,Воздушный змей в форме павлина летит над головой в голубом небе.
162357,432952,Воздушный змей зацепился за голую ветку дерева.
351621,291302,Два воздушных змея летят высоко в ясном голубом небе.
447501,798310,Зелёный воздушный змей-монстр парит в солнечном небе.
187890,777224,Воздушный змей-дракон пролетает перед монументом Вашингтона
308974,541563,Воздушный змей летит по кристально чистому голубому небу.
499588,10170,"Разноцветные воздушные змеи, прикрепленные к светло-голубой стене."
85911,639356,Воздушный змей плывет посреди большого водоема.
509270,770558,На ветру летают два воздушных змея.
204067,637098,Игрок на домашней базе готовится бить во время игры.
8119,165508,Команда молодых людей играет в бейсбол.
397729,35903,Маленький ребенок размахивает бейсбольной битой во время игры в бейсбол.
291209,108577,Мужчина идет по бейсбольному полю в кетчерской перчатке.
456725,395421,Мужчина играет в бейсбол
464087,396465,"Бейсбольный отбивающий совершает мощный удар, а кэтчер и судья смотрят на него."
359387,423951,"Ребенок пытается проделать трюк на скейтборде, сидя."
424271,108762,Группа маленьких детей катается на скейтбордах в здании.
360595,345982,Мужчина со скейтбордом разговаривает с мужчиной в шляпе.
63922,587726,Маленький мальчик на скейтборде в шлеме.
168260,672553,Желтый грузовик спасателя стоит на пляже
353909,219206,Синяя доска для серфинга торчит из покрытой зеленой травой земли.
453310,763499,Красный грузовик с фонарями на крыше и оборудованием сзади.
572907,495970,Мужчина стоит на теннисном корте с ракеткой.
