img_id,caption_id,sent
297522,615387,Отбивающий замахиваются бейсбольной битой с ловцом позади него.
397729,35903,Маленький ребенок размахивают бейсбольной битой во время игры в бейсбол.
318130,724149,Отбивающий ждут броска подачи.
291209,108577,Мужчина идут по бейсбольному полю в кетчерской перчатке.
456725,395421,Мужчина играют в бейсбол
464087,396465,"Бейсбольный отбивающий совершают мощный удар, а кэтчер и судья смотрит на него."
231508,149207,Бейсболист бросают бейсбольный мяч на поле.
289076,107737,"Скейтбордист, одетый во все черное, поднимаются по деревянной рампе на своей доске."
26518,726263,кто-то стоят на скейтборде
359387,423951,"Ребенок пытаются проделать трюк на скейтборде, сидя."
360595,345982,Мужчина со скейтбордом разговаривают с мужчиной в шляпе.
202444,473767,Скейтбордист выполняют трюк на цементе со зрителями при дневном свете
168260,672553,Желтый грузовик спасателя стоят на пляже
324189,530458,Доска для серфинга перерабатываются в уникальное кашпо.
234677,219988,Гигантский Соник стоят на пляже с доской для серфинга.
572907,495970,Мужчина стоят на теннисном корте с ракеткой.
