img_id,caption_id,sent
523315,662720,Коричневый плюшевый мишка сидит возле подушки
293133,280841,Маленькая девочка помогает высушить волосы другому ребенку.
478874,528121,Молодая девушка держит фен и расчесывает волосы.
208,76457,Игрушечный динозавр стоит на раковине рядом с открытым краном
114303,661558,"Ванная комната с ванной, полками и раковиной."
518287,346953,Зубная щетка стоит в секции зубной пасты в держателе зубной щетки.
466583,587907,Ванная комната со стоячим душем рядом с раковиной и зеркалом.
102668,102718,Большой белый автобус проезжает перекресток.
155451,306282,зеленый свет светофора улица здания и другие огни
187495,542197,Пожарный гидрант стоит на углу тротуара.
331223,398370,Красный пожарный гидрант находится рядом с предупредительной перегородкой.
523194,325096,Пожарный гидрант на обочине дороги.
178810,581425,"Желто-красный пожарный гидрант, стоящий рядом с деревом."
13159,85191,"Табличка о том, что рядом есть пожарный гидрант."
117792,224950,Красный пожарный гидрант перед окном с большими окнами.
21671,347518,На тротуаре стоит сломанный розовый пожарный гидрант.
167422,180165,Красный пожарный гидрант стоит у реки с водой.
52005,631253,Желтый пожарный гидрант находится рядом с кустами.
440559,497641,"Желтый пожарный гидрант стоит рядом с люком, из которого выходит пар."
186322,292307,Посеребренный ржавый пожарный гидрант стоит посреди прохода.
451014,552527,Синий и желтый пожарный гидрант стоит на обочине дороги.
535242,732235,красный знак «Стоп» находится на дороге снаружи
88462,58590,Большой желтый школьный автобус останавливается на дороге.
97892,97956,Белый демон парит рядом с красным знаком «Стоп» под знаком улицы с односторонним движением.
391321,644080,уличный фонарь находится рядом со знаком «Стоп»
348584,609623,"Два парковочных счетчика, засыпанные снегом, видны только их лицевые стороны."
503252,678894,парковочный счетчик зеленого цвета с надписью «donation station»
462677,220627,Синий парковочный счетчик рядом с улицей.
67757,311794,"Вечером рекламный щит магазина стоит на тротуаре рядом с синей машиной, припаркованной у обочины."
288824,128023,пожарная машина едет по городской улице
18485,115539,Деревянная скамейка стоит в зеленом парке.
363461,948,Компьютерный стол и стул выглядят как домашний офис.
278313,729553,Хоккейная майка лежит на спинке дивана перед телевизором.
309424,560783,"Офисная зона с двумя компьютерными мониторами и двумя жесткими чемоданами, установленными на стуле с колесиками."
219632,760037,Черная кудрявая собака играет с фрисби.
392665,713137,Две молодые девушки сидят в снаряжении для сноуборда
359569,587089,Черно-коричневая собака идет по снегу с красной фрисби во рту.
502090,491727,Воздушный змей летит по голубому небу с длинным хвостом.
7784,607568,большой воздушный змей летит высоко в небе.
228025,588888,Воздушный змей летит над песчаным коричневым пляжем.
44478,87628,Воздушный змей в форме самолета летит по воздуху.
384476,426936,Воздушный змей летит в голубом небе.
183416,49508,Воздушный змей в форме павлина летит над головой в голубом небе.
162357,432952,Воздушный змей зацепился за голую ветку дерева.
351621,291302,Два воздушных змея летят высоко в ясном голубом небе.
447501,798310,Зелёный воздушный змей-монстр парит в солнечном небе.
187890,777224,Воздушный змей-дракон пролетает перед монументом Вашингтона
216785,307276,Воздушный змей высоко в воздухе на дереве.
308974,541563,Воздушный змей летит по кристально чистому голубому небу.
85911,639356,Воздушный змей плывет посреди большого водоема.
509270,770558,На ветру летают два воздушных змея.
397729,35903,Маленький ребенок размахивает бейсбольной битой во время игры в бейсбол.
464087,396465,"Бейсбольный отбивающий совершает мощный удар, а кэтчер и судья смотрят на него."
63922,587726,Маленький мальчик на скейтборде в шлеме.
168260,672553,Желтый грузовик спасателя стоит на пляже
353909,219206,Синяя доска для серфинга торчит из покрытой зеленой травой земли.
453310,763499,Красный грузовик с фонарями на крыше и оборудованием сзади.
234677,219988,Гигантский Соник стоит на пляже с доской для серфинга.
