img_id,caption_id,sent
556248,472605,Птицы гуляют по большой скале у океана
559047,610152,Кошка сидит на деревянном сиденье.
37907,472464,кошка лежит на разной электронике
87377,246997,красивая кошка прячется внутри коричневого чемодана
380117,78607,Кот лежит свернувшись калачиком на столе в окружении зелени.
87595,518807,Белый кот сидит на кровати рядом с тумбочкой.
503668,414369,Лохматая собака лежит на зеленом и синем одеяле.
181763,180638,Черно-белая собака в белой шляпе.
135748,258893,"Крошечная собака в собачьей постели, покрытая одеялом."
515668,147653,Собака гоняется за белой фрисби в грязном травяном парке.
206831,714576,Большая коричневая собака держит во рту неоновую фрисби.
137321,508026,Над кроватью свесился мужчина с низко опущенной головой.
349776,225276,Собака стоит рядом с кошкой в ​​грязном поле.
29170,146278,Лошадь на пустынном песчаном пляже с зонтиками.
578902,699150,Группа лошадей в поле с пегой лошадью на переднем плане.
368088,494887,Стадо лошадей стоит на берегу у воды
384513,562717,маленькая лошадь привязана к телеге на обочине дороги
129637,790835,Фигурки лошадей рядом с прогулкой по столу.
74460,737980,пара лошадей пасется на зеленой траве
345209,74335,Детеныш лошади пьет молоко своей матери.
460682,701597,лошадь лежит в поле
274091,82454,"Улица с кирпичными домами, британскими флагами и башней с часами."
369849,302077,Три лошади пасутся на траве возле уличного знака.
242342,102662,Две лошади вместе бегут по травянистому полю
23937,701648,маленькая овца лежит в поле
572408,305022,Корова стоит в поле с коровой поменьше.
361123,114119,Овца в снегу с другими овцами вокруг нее.
437931,640543,Стадо овец стоит на покрытом травой поле.
517795,198562,две овцы рядом с деревянной конструкцией за забором
191533,101378,Две овцы пасутся в зеленом поле с деревьями на заднем плане.
374100,544197,Две коровы в поле смотрят в камеру.
237566,111229,Две черные коровы пасутся на травянистом поле
310618,326535,Корова пытается набрать воды из протекающей трубы.
316112,158226,большая группа разбросанных по полю овец.
92145,480808,Несколько очень красивых коричневых коров едят возле забора.
213961,597283,Две коровы гуляют по песчаным дюнам на пляже.
545958,671544,Корова стоит возле белого здания с синим входом.
129416,792878,Группа коров пасется в поле возле водоема.
361268,346464,Корова пасется на траве на обочине тротуара.
339512,412522,"Молочные коровы выстраиваются в очередь у забора, чтобы пастись на более сладкой траве."
167193,414371,Две коровы бодаются на пастбище.
116095,639064,"В ряд идут четыре коричневых и белых коровы, а за ними еще пара."
87444,154871,Корова сидит в загоне внутри здания.
539784,644822,У оживленной дороги пасется большое стадо овец.
66800,488445,Слон стоит в траве.
108326,741718,"Большая картина, на которой зебры и свиньи стоят рядом с оленями."
108864,339290,Два слона скрещивают бивни в противостоянии в поле
94538,219262,Три слона и зебра вместе стоят на улице.
69928,590059,Статуя слона висит на стене здания.
359135,414469,Два слона играют друг с другом и сцепляются бивнями.
519461,579416,пара слонов стоит в загоне
11364,523448,Черный медведь идет по зеленому полю.
254479,108108,маленький медвежонок стоит между ветвями дерева
328499,781146,Бурый медвежонок и енот едят ягоды в лесу.
407019,652318,Белый медведь ходит около воды
98197,660644,Молодой черный медведь идет по травянистому полю.
539678,559876,Медведь сидит один на траве.
204381,763452,Белый полярный медведь стоит возле ветки дерева.
256091,489688,Группа зебр стоит в пустыне.
416193,424097,Поле с зебрами и жирафами в зоопарке.
38825,798293,Две зебры пасутся вместе в травянистой местности.
187434,549861,Пара зебр стоят на зеленом поле.
371243,724395,пара зебр идут по полю
85285,799558,"крупный план зебры, идущей по земле"
63381,319594,одинокая зебра стоит у камней и ест траву
105670,340761,"Вид на заднюю часть зебры, когда она идет."
512468,583425,зебра и некоторые другие животные на тропе
42534,483345,«Портретный снимок» зебры на резком фоне.
374486,544678,Два жирафа стоят вместе в поле.
352576,406866,Жираф стоит в лесу.
92109,751780,голова жирафа изображена на красочной фотографии
432529,461052,два жирафа стоят очень близко друг к другу
393282,532995,Два жирафа стоят посреди поля.
580693,562006,Жирафы сидят на сухом травяном поле днем
116289,317074,Два жирафа стоят рядом друг с другом около дерева.
165336,218690,Два жирафа стоят рядом друг с другом на поле.
442894,50409,Два жирафа в зоопарке на фоне стены с рисунком поля.
118401,451415,Жираф и несколько слонов у кромки воды.
155546,637366,В гостиной возле обеденного стола стоит кожаный диван.
534121,580039,Диван и стул в маленькой комнате.
284375,226746,Открытый ноутбук стоит на деревянном столе.
82258,450055,Несколько книг сложены на столе.
454907,196066,"Кухня с плитой, духовкой и холодильником."
314935,416073,Два ноутбука стоят на коричневом столе.
441225,413970,Ванная комната с ванной и двумя раковинами.
436470,123258,"гостиная с диванами, стульями и столом"
567657,84895,Компьютерный стол с ноутбуком и настольным компьютером.
47597,168925,Часы стоят поверх нескольких книг.
509260,706593,Старый телевизор показывает старую компьютерную игру перед двумя книжными стеллажами.
80045,479228,Большие уличные часы с двумя циферблатами и различными рисунками и цифрами на циферблатах.
414676,734871,Очень высокая кирпичная башня с часами по бокам.
242615,48728,Две аккуратно заправленные кровати в комнате.
294305,763236,Двое часов на вершине башни в ночное время.
163798,628207,Башня с часами рядом с большим зданием.
400922,108960,Вывеска висит на стене над часами.
169273,88853,Часы на старом каменном здании рядом с окном
413497,376354,"Большие часы, установленные на стене каменного здания"
577821,570176,Старая башня с часами с римскими цифрами и колоколами.
414340,122609,Большая башня с часами рядом с маленькой белой церковью.
105455,97045,Красочная башня с часами на улице.
414663,770474,Часы с фонарями на тротуаре возле белого здания.
3084,666732,синий циферблат с золотыми цифрами в кирпичном здании
133195,520477,очень высокое здание с городскими часами на нем
521181,84714,"В спальне большая кровать, покрытая одеялом."
228464,317092,Фотография здания с акцентом на часы.
264730,2048,Часы на стене в городе.
271548,36714,Стеклянная ваза с белыми цветами.
283064,716335,"Стол с огромной стеклянной вазой, в которой стоят искусственные цветы."
500825,465840,Цветы стоят в высокой прозрачной вазе с водой.
220137,122398,Крытый сад с голубыми вазами и соломенной беседкой.
309405,344828,"Гостиная с красным стулом и пуфиком, столом и телевизором."
223671,537337,небольшая гостиная со стульями и пуфом
56443,699396,Черно-белый натюрморт ветки с цветами в вазе
140076,787422,Накрытый обеденный стол с цветочной вазой на столе.
88445,648789,украшенная ваза стоит на столешнице
239306,433905,Три сине-белые вазы на полке на узорчатом фоне.
262360,671262,Ваза с цветами и водой на столе.
435075,541767,Ваза наполнена множеством разноцветных цветов.
508115,482318,"Плюшевый мишка сидит у цветка, кофейного мешка и религиозной статуи."
181947,152145,Чашка с тремя парами ножниц на столе.
116226,631197,"пара желтых ножниц, половник и прихватки"
161008,303279,Ножницы лежат на деревянном ящике.
198992,256203,Пара красных ножниц на белой поверхности.
498363,60149,"Ножницы прикованы цепями, чтобы их не украли."
348012,611516,Ножницы лежат на рулоне клейкой ленты.
232596,336944,Куча отрезанных волос поверх расчески и ножниц.
348083,485345,комната с диванами и столом внутри
122602,86364,Стол с ножницами и бутылкой клея рядом с доской.
318730,621557,Ножницы перерезают кусок веревки.
81354,446368,Крупный план ржавых ножниц и гаечного ключа.
237844,476305,Ноутбук стоит на столе с другими аксессуарами.
194425,111174,"Камень, ножницы и бумага в виде статуи."
421069,536219,Ножницы и буклет на столе
564283,199806,Белый холодильник с морозильной камерой на кухне.
34080,729521,Маленькие ножницы лежат рядом с копейкой.
425905,352981,Ножницы торчат из деревянного стола.
288161,503820,кухня с электроприбором над раковиной
481890,524555,Большой белый мишка лежит на кровати с подушками.
4396,756284,плюшевый мишка в зеленом халате
175443,669925,Рождественская елка с огнями и плюшевым мишкой
328745,130171,Два коричневых мишки сидят на кровати в черно-белую клетку.
73453,829306,маленький плюшевый мишка стоит на столе рядом с шоколадным десертом
523315,662720,Коричневый плюшевый мишка сидит возле подушки
343534,762309,кукла держится за руки с двумя плюшевыми мишками
139277,34596,Крупный план очень маленького плюшевого мишки.
43073,441233,Мальчик в синей рубашке стоит рядом с женщиной.
48850,55526,Стол с двумя стульями с розовым феном наверху.
574250,207899,"Шкаф, наполненный одеждой, рядом с белой кроватью."
178028,556990,Раковина в ванной комнате с большим зеркалом и феном на стене.
293133,280841,Маленькая девочка помогает высушить волосы другому ребенку.
338094,502277,Женщина в гостиной сушит волосы вниз головой.
27570,774300,Женщина сушит волосы феном перед зеркалом.
478874,528121,Молодая девушка держит фен и расчесывает волосы.
24402,521948,Женщина сушит феном комок газет.
212058,489586,Женщина дует на ребенка феном перед столом.
117759,531114,"В зеркале видна женщина, которая сушит волосы."
177262,607500,Кот сидит на стойке в ванной за феном.
126744,260531,"Кухня с микроволновой печью, холодильником и посудомоечной машиной."
245112,424403,Пара зубных щеток в держателе в комнате.
44504,355486,Зубные щетки и другие средства гигиены полости рта.
361282,638785,Часы висят на деревянной стене.
63478,399210,Раковина в ванной с товарами для лица вокруг нее.
208,76457,Игрушечный динозавр стоит на раковине рядом с открытым краном
114303,661558,"Ванная комната с ванной, полками и раковиной."
129001,567359,Ванна рядом с раковиной в ванной комнате.
518287,346953,Зубная щетка стоит в секции зубной пасты в держателе зубной щетки.
466583,587907,Ванная комната со стоячим душем рядом с раковиной и зеркалом.
298732,617549,"коричнево-черная стойка, ванна, зеркало и чашки"
102668,102718,Большой белый автобус проезжает перекресток.
49994,232613,Светофор стоит рядом со стеной здания.
194729,507429,Табличка сбоку от каменной скамьи.
385535,575975,Дорожный знак на видном месте между двумя светофорами.
225093,479825,На рельсах стоит поезд с зеленой и оранжевой полосами.
155451,306282,зеленый свет светофора улица здания и другие огни
57149,68122,Школьный автобус и серебристая машина ждут на железнодорожном переезде.
369482,760970,светофор висит над городской улицей
266451,425346,башня с белыми часами и несколько зданий
449793,149429,Два светофора установлены на столбе на дороге.
307598,736922,желто-зеленый поезд на светофоре.
166391,187245,Большая широкая улица с множеством светофоров.
340654,79780,Светофор и уличные знаки находятся у красного пожарного гидранта.
95063,213868,Светофор с сигналом пешеходного перехода.
258860,110323,Белый велосипед припаркован рядом с коричневой кирпичной стеной.
495379,761932,Крупный план красного пожарного гидранта возле тротуара.
5437,46000,Пожарный гидрант с синей курткой поверх него.
152465,771557,Пожарный гидрант с шиной под ним.
363654,428793,Пожарный гидрант в куче снега рядом с ветхим зданием.
187495,542197,Пожарный гидрант стоит на углу тротуара.
283054,20145,Пожарный гидрант установлен на улице рядом с бордюром.
331223,398370,Красный пожарный гидрант находится рядом с предупредительной перегородкой.
523194,325096,Пожарный гидрант на обочине дороги.
419080,289150,"Знак рядом с тротуаром с мусорным баком, дорожным конусом и несколькими пожарными гидрантами."
178810,581425,"Желто-красный пожарный гидрант, стоящий рядом с деревом."
511583,470814,Автомобиль припаркован на улице ночью.
13159,85191,"Табличка о том, что рядом есть пожарный гидрант."
117792,224950,Красный пожарный гидрант перед окном с большими окнами.
21671,347518,На тротуаре стоит сломанный розовый пожарный гидрант.
167422,180165,Красный пожарный гидрант стоит у реки с водой.
52005,631253,Желтый пожарный гидрант находится рядом с кустами.
440559,497641,"Желтый пожарный гидрант стоит рядом с люком, из которого выходит пар."
372203,422696,Деревянная скамейка и пожарный гидрант на поле.
274655,686874,автобус с рекламой казино
186322,292307,Посеребренный ржавый пожарный гидрант стоит посреди прохода.
29648,234454,Красный пожарный гидрант на бетонном блоке.
331024,486953,размытое фото желтого пожарного гидранта
451014,552527,Синий и желтый пожарный гидрант стоит на обочине дороги.
6091,784493,Ночью хорошо виден знак «Стоп».
28982,120499,Красный знак «Стоп» на обочине дороги.
305634,79504,Знаки угла улицы над красным знаком «Стоп».
535242,732235,красный знак «Стоп» находится на дороге снаружи
88462,58590,Большой желтый школьный автобус останавливается на дороге.
76648,505982,Знак «Стоп» с различными наклейками.
182469,385219,Знак «Стоп» над баррикадой на дороге.
562737,475228,"знак «Стоп», под которым есть еще один знак, предупреждающий, что движение не останавливается."
66263,622340,Знак «Стоп» в глуши с большими холмистыми холмами.
24629,355610,Красный знак «Стоп» на обочине улицы.
197090,194833,Красный знак «Стоп» на обочине улицы.
503277,152634,Знак «Стоп» рядом с дорожным знаком на обочине дороги.
105291,361790,Знак «Стоп» на углу North Main и Schoolhouse.
79408,402565,Красный знак «Стоп» рядом с лесом.
151231,758215,"Знак стоп с табличкой над ним, на которой написано «David»."
386525,503414,Припаркованный грузовик на стоянке рядом с деревом.
97892,97956,Белый демон парит рядом с красным знаком «Стоп» под знаком улицы с односторонним движением.
391321,644080,уличный фонарь находится рядом со знаком «Стоп»
84168,387809,Знак «Стоп» и пожарный гидрант на углу заросшего травой тротуара.
45966,109995,Знак «Стоп» на иностранном языке
388487,368308,"дикие цветы, растущие рядом со знаком «Стоп»."
239843,521386,Два дорожных знака над знаком остановки.
92244,124125,Кукла в платье стоит между двумя парковочными метрами.
258674,476865,Паркомат лежит криво на улице.
433774,632421,Паркомат рядом с высоким деревом.
348584,609623,"Два парковочных счетчика, засыпанные снегом, видны только их лицевые стороны."
211653,316294,На выставке представлены паркоматы различных типов и размеров.
503252,678894,парковочный счетчик зеленого цвета с надписью «donation station»
37709,147427,На одном столбе висит знак «Стоп» и две таблички с названием улицы.
543985,460476,Паркомат рядом с припаркованным автомобилем.
462677,220627,Синий парковочный счетчик рядом с улицей.
92212,200998,автомобили припаркованы около дорожных знаков
417588,355004,Разноцветный парковочный счетчик перед лестницей.
242345,222039,Окно со стороны здания за парковочным счетчиком.
370448,396585,Пожарный гидрант перед пустым тротуаром.
67757,311794,"Вечером рекламный щит магазина стоит на тротуаре рядом с синей машиной, припаркованной у обочины."
280325,649128,Граффити украшает стену перед парковочным счетчиком.
38186,563755,Грузовик стоит рядом с бордюром с счетчиком.
53994,526101,Симпатичный красно-бело-синий парковочный счетчик у кустов.
288824,128023,пожарная машина едет по городской улице
498533,134725,Уличная сцена со снегом на автомобиле и на земле.
565012,717603,автомобили на шоссе ночью в городе
135023,217683,Паркомат на обочине дороги.
503183,648903,Кукла на шарнирах стоит между двумя парковочными метрами и смотрит.
46144,533747,Скамейка цвета радуги в парке 
220171,231327,Коричневая деревянная скамейка у стены.
109894,159457,часы на столбе на городской улице возле зданий
334311,20826,Скамейка на обочине пустой пешеходной дорожки.
518030,464430,скамейка стоит на корнете с видом на воду
424258,368820,Деревянная скамейка возле двух бочек с цветами.
576927,122793,"Скамейка в парке с двумя камнями, сложенными друг на друга"
453584,706106,На красной скамейке изображен символ Coca-Cola.
57917,507535,Дерево растет на склоне возле скамейки.
147293,702131,"скамейка в парке, вокруг которой растут деревья"
330750,734260,Рядом со старым каменным зданием построена скамейка.
466332,313192,скамейка перед домом с кустами
25430,561120,Скамья с видом на пышную зеленую долину внизу.
18485,115539,Деревянная скамейка стоит в зеленом парке.
28826,284017,"Скамейка, частично засыпанная песком, на пляже у океана."
405248,393890,"Деревянная скамейка, покрытая горшками и контейнерами с растениями."
351589,568063,Деревянная скамейка возле дома.
113128,677548,Скамейка у изгороди недалеко от леса
154168,525100,Автобус проезжает по улице мимо высоких домов.
387388,660086,Скамейка на деревянной доске в воде
555298,543452,Собака спит между сумкой для книг и шредером под компьютерным столом.
111062,262639,Телевизор вмонтирован в стену между двумя полками.
270096,564287,Ноутбук и несколько компьютеров на столе.
50753,482105,"Кухня с духовкой, плитой, раковиной, микроволновой печью и холодильником."
137301,808886,"Стол с ноутбуком, монитором, мышкой и сумкой."
580953,280752,"Стол с ноутбуком, компьютерным монитором и клавиатурой."
406211,344731,Кошка сидит на стуле в гостиной.
128148,107034,Большая гостиная с кожаными диванами и деревянным полом.
142246,76777,Компьютер на столе с четырьмя стульями в эркере.
113556,378445,"Полка в комнате, полной книг"
78107,673218,Кошка сидит перед телевизором и пристально смотрит на него.
225456,786470,кошка рядом с экраном компьютера
363461,948,Компьютерный стол и стул выглядят как домашний офис.
225757,172454,Стол с несколькими компьютерами и сотовыми телефонами.
368684,481768,Комната с телевизором на заднем плане и экраном ноутбука на переднем плане.
499842,429028,компьютерный стол с компьютером и ноутбуком наверху
568879,466981,Один из двух мониторов рядом с ноутбуками включен.
423744,632926,ноутбук и монитор окружены множеством проводов
541664,322728,Ноутбук стоит на столе из лего.
242427,784743,"Комната со столами, ноутбуками и экраном с розеткой."
105538,694538,"Стол с ноутбуком, монитором, клавиатурой, мышью и динамиками."
464196,222534,"Большой экран проектора над столом, покрытым ноутбуками."
135872,27550,Стол с ноутбуком и настольным компьютером.
561403,432664,"На компьютерном столе есть ноутбук, монитор и планшетный ПК."
482970,57954,Ноутбук стоит на столе с динамиком.
71563,331299,"Монитор с большим экраном на столе, подключенный к ноутбуку."
398567,97085,"Стол с компьютером, клавиатурой, мышью, качающейся головой, динамиками и лавовой лампой."
254169,829389,два ноутбука и монитор компьютера стоят рядом друг с другом на столе
253263,100808,Настольные и портативные компьютеры на столе с принтером.
312868,349660,Стол с двумя ноутбуками и компьютерным монитором с клавиатурой.
154423,107513,Черный стол с монитором настольного компьютера и клавиатурой на нем.
430002,127775,крупный план тарелки пиццы возле компьютерной клавиатуры
558012,548589,Компьютерный стол с ноутбуком и настольным компьютером.
217269,151170,изогнутый стол с клавиатурой и монитором на нем
93948,688923,Кошка стоит рядом с тарелкой на компьютере.
248631,35012,Ноутбук с прикрепленной к нему стационарной мышью.
119828,508898,Кот сидит на деревянном столе.
356790,354225,"Коллаж из четырех изображений показывает клавиатуры, мониторы и компьютерные мыши."
20481,733184,Ноутбук стоит на столе.
308117,332727,экран компьютера с клавиатурой и мышью на столе
37367,503293,Ноутбук стоит на столе.
225609,677717,Ноутбук на деревянном столе.
278313,729553,Хоккейная майка лежит на спинке дивана перед телевизором.
550784,408144,Кровать с балдахином в просторной комнате с пуфиком
446881,157129,Гостиная с телевизором в центре и видом на кухню.
7288,95876,Белый унитаз с электронным коричневым сиденьем.
436963,469558,"Клавиатура, мышь и монитор стоят на столе."
333888,484192,гостиная с синими стульями и книжной полкой
95908,178615,Кружка на грелке рядом с мышкой.
272630,324660,Два ноутбука на столе.
505043,432352,компьютерный стол с двумя ноутбуками и монитором сверху
486383,189620,Ноутбук и монитор настольного компьютера на столе.
37740,291975,Деревянный стол с ноутбуком на нем.
413341,99810,Клавиатура ноутбука с тремя маленькими фигурками медведя наверху.
505754,36428,кусок торта на тарелке рядом с чашкой кофе на столе
309424,560783,"Офисная зона с двумя компьютерными мониторами и двумя жесткими чемоданами, установленными на стуле с колесиками."
233638,455665,Ноутбук и мобильный телефон на столе.
427666,665051,Три банана лежат рядом с ноутбуком и мобильными телефонами.
169361,514359,у собаки за головой зеленая фрисби
219632,760037,Черная кудрявая собака играет с фрисби.
528488,145610,собака играет во фрисби на снегу
403315,84923,Хаски несет фрисби в парке.
223032,691970,Собака держит в пасти белую фрисби.
212817,394031,Ребенок на сноуборде спускается по склону.
96625,459091,Мужчина выполняет трюк на лыжах.
207178,792688,Два человека стоят на снегу с лыжами.
392665,713137,Две молодые девушки сидят в снаряжении для сноуборда
297698,736556,Лыжник в прыжке наклоняется вперед.
283186,85074,"Лыжник в шлеме и очках наклоняется, чтобы обойти препятствие."
263223,705288,Мужчина катается на лыжах по заснеженному склону.
414170,280831,"Несколько лыжников скользят по холмистой местности, покрытой снегом."
761,731103,Группа лыжников готовится к спуску с горы.
85813,319423,Пара вместе катается на лыжах с горы.
239235,713366,Группа людей едет вниз по заснеженной лыжной трассе.
112941,508064,Группа людей катается на лыжах по склону заснеженной горы.
247692,568085,Группа мужчин катается на лыжах по склону горнолыжного склона.
526040,743037,Человек на сноуборде упал в снег.
102903,129853,Человек в серой парке сидит на снегу
39988,168641,снимок с низу человека на сноуборде.
451104,338076,Человек стоит на тропинке в снегу.
296906,391836,Сноубордист в синем пальто выполняет воздушный трюк в альпийской зоне.
549683,516110,Мужчина пытается кататься на сноуборде в темноте.
285462,439960,"Женщина держит в одной руке доску для сноуборда, а другую руку в воздухе."
358296,660249,Стойка для сноуборда у подножия лыжного холма возле здания.
209989,786252,несколько людей в снегу
203382,781909,медведь стоит в пруду
1682,694422,Лодка плывет по водоему.
364444,288911,Компьютерный стол с 3 мониторами и ноутбуком.
2139,570325,"Велосипед, прислоненный к неубранной и грязной кровати."
359569,587089,Черно-коричневая собака идет по снегу с красной фрисби во рту.
66568,538013,"Два плюшевых мишки лежат, прислонившись к стене."
153392,662976,Много воздушных змеев поднимаются высоко в облака.
502090,491727,Воздушный змей летит по голубому небу с длинным хвостом.
7784,607568,большой воздушный змей летит высоко в небе.
228025,588888,Воздушный змей летит над песчаным коричневым пляжем.
44478,87628,Воздушный змей в форме самолета летит по воздуху.
384476,426936,Воздушный змей летит в голубом небе.
183416,49508,Воздушный змей в форме павлина летит над головой в голубом небе.
162357,432952,Воздушный змей зацепился за голую ветку дерева.
351621,291302,Два воздушных змея летят высоко в ясном голубом небе.
161752,705085,"Комната с воздушными змеями, свисающими с потолка."
447501,798310,Зелёный воздушный змей-монстр парит в солнечном небе.
132686,411372,Небо наполнено множеством разноцветных воздушных змеев.
187890,777224,Воздушный змей-дракон пролетает перед монументом Вашингтона
216785,307276,Воздушный змей высоко в воздухе на дереве.
550729,202357,Красочный воздушный змей лежит на зеленом поле.
308974,541563,Воздушный змей летит по кристально чистому голубому небу.
395083,121884,Большое количество воздушных змеев в небе
23751,171992,"Статуя человека, держащего воздушного змея, рядом с ребенком."
521719,286536,Крупный план висящих воздушных змеев.
499588,10170,"Разноцветные воздушные змеи, прикрепленные к светло-голубой стене."
450439,84258,"патриотический воздушный змей, летящий по ясному голубому небу."
85911,639356,Воздушный змей плывет посреди большого водоема.
509270,770558,На ветру летают два воздушных змея.
212801,76598,Несколько небольших воздушных змеев в форме дуги летят над океаном
204067,637098,Игрок на домашней базе готовится бить во время игры.
78671,740075,Бейсболист размахивает битой на поле
295006,677652,Бейсболист с битой в руках на поле.
154071,569430,Игроки в действии на бейсбольном поле.
432820,781665,Бейсболист размахивает битой на поле.
8119,165508,Команда молодых людей играет в бейсбол.
115791,15050,Бейсболист стоит на ромбе с поднятой битой.
229984,512532,Бейсболист на домашней базе размахивает битой.
72795,633859,"группа игроков в мяч, играющих на поле перед публикой"
19176,108674,"Поле заполнено бейсболистами, играющими в бейсбол."
297522,615387,Отбивающий замахивается бейсбольной битой с ловцом позади него.
397729,35903,Маленький ребенок размахивает бейсбольной битой во время игры в бейсбол.
318130,724149,Отбивающий ждет броска подачи.
555538,71280,Кетчер в бейсболе с вытянутой рукой.
291209,108577,Мужчина идет по бейсбольному полю в кетчерской перчатке.
456725,395421,Мужчина играет в бейсбол
464087,396465,"Бейсбольный отбивающий совершает мощный удар, а кэтчер и судья смотрят на него."
444502,423693,Человек на поле в бейсбольной перчатке.
231508,149207,Бейсболист бросает бейсбольный мяч на поле.
289076,107737,"Скейтбордист, одетый во все черное, поднимается по деревянной рампе на своей доске."
26518,726263,кто-то стоит на скейтборде
165862,479094,"Группа мужчин, стоящих рядом друг с другом на сцене."
359387,423951,"Ребенок пытается проделать трюк на скейтборде, сидя."
300842,472419,Скейтборд с колесами на полу.
424271,108762,Группа маленьких детей катается на скейтбордах в здании.
360595,345982,Мужчина со скейтбордом разговаривает с мужчиной в шляпе.
63922,587726,Маленький мальчик на скейтборде в шлеме.
202444,473767,Скейтбордист выполняет трюк на цементе со зрителями при дневном свете
168260,672553,Желтый грузовик спасателя стоит на пляже
353909,219206,Синяя доска для серфинга торчит из покрытой зеленой травой земли.
453310,763499,Красный грузовик с фонарями на крыше и оборудованием сзади.
522566,362066,Припаркован очень короткий фургон с прислоненной к нему доской для серфинга.
324189,530458,Доска для серфинга перерабатывается в уникальное кашпо.
495048,174380,Собака на доске для серфинга в кузове грузовика.
164115,202154,Доска для серфинга рядом с тележкой для покупок.
234677,219988,Гигантский Соник стоит на пляже с доской для серфинга.
207027,170290,"Ряд деревянных досок для серфинга, сидящих на стойке на пляже."
6473,346562,Торт на день рождения в виде пляжа с доской для серфинга и пальмами.
572907,495970,Мужчина стоит на теннисном корте с ракеткой.
